person_id,record_date,age,experience_years,unit_id,role,role_difficulty_score,duty_hours,overtime_hours,shift_type,night_shift,consecutive_work_days,consecutive_night_shifts,leave_requested,leave_days,leave_type,leave_approved,days_since_last_leave,deployment_status,deployment_duration_days,recent_deployment,transfer_event,days_since_transfer,deployment_hardship_score,sleep_hours,sleep_quality,mood_score,stress_score,fatigue_score,help_requested,avg_duty_hours_30d,night_shifts_30d,leave_days_30d,leave_requests_30d,leave_frequency,duty_hours_deviation,sleep_deviation,stress_deviation,mood_deviation,leave_deviation,night_shift_deviation,workload_deviation,wellness_trend,stress_trend,sleep_trend,risk_probability,risk_score,risk_category,contributing_factors,factor_impacts,factor_directions,recommendations,recommendation_reasons,model_version,prediction_timestamp,welfare_concern_30d
P0040,2026-01-29,40,9,UNIT-12,Senior Officer,70,10.0,0.0,Day,0,3,0,0,0,None,0,35,Not Deployed,0,0,0,58,7.7,6.4,7,7,6,4,0,9.0,0,0,0,0.0,1.1,-0.2,0.5,0.5,17.5,0.0,0.93,Improving,Stable,Stable,0.584,58,HIGH,Average duty hours | Leave gap | Sleep decline | Role difficulty,31 | 16 | 7 | 5,Increasing | Increasing | Declining | High,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-30 04:00:00,0
P0040,2026-02-05,40,9,UNIT-12,Senior Officer,70,9.5,0.5,Day,0,4,0,1,2,Medical,1,7,Not Deployed,0,0,0,65,4.6,7.1,7,5,6,3,0,9.32,0,2,1,0.25,0.38,0.54,0.4,-1.6,-14.0,0.0,0.74,Improving,Stable,Improving,0.505,50,MODERATE,Mood decline | Average duty hours | Role difficulty,25 | 20 | 6,Declining | Increasing | High,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-02-06 04:00:00,1
P0040,2026-02-12,40,9,UNIT-12,Senior Officer,70,9.8,0.6,Day,0,3,0,1,4,Earned,1,7,Not Deployed,0,0,0,72,3.8,6.5,7,6,6,4,0,9.32,0,6,2,0.5,0.62,-0.15,0.33,-0.33,-11.67,0.0,1.02,Declining,Stable,Stable,0.63,63,HIGH,Average duty hours | Rising leave requests | Role difficulty | Mood decline,30 | 21 | 6 | 6,Increasing | Increasing | High | Declining,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-13 04:00:00,0
P0040,2026-02-19,40,9,UNIT-12,Senior Officer,70,10.8,0.8,Day,0,3,0,0,0,None,0,14,Not Deployed,0,0,0,79,8.0,6.6,6,4,6,4,0,10.02,0,6,2,0.5,1.53,-0.03,0.29,-2.29,-3.0,0.0,2.07,Declining,Stable,Declining,0.635,64,HIGH,Average duty hours | Mood decline | Rising leave requests | Role difficulty,30 | 20 | 11 | 3,Increasing | Declining | Increasing | High,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-20 01:00:00,0
P0040,2026-02-26,40,9,UNIT-12,Senior Officer,70,9.8,0.9,Day,0,2,0,0,0,None,0,21,Not Deployed,0,0,0,86,10.7,7.3,7,7,5,3,0,9.98,0,6,2,0.5,0.34,0.67,-0.75,1.0,4.38,0.0,0.91,Improving,Improving,Improving,0.459,46,MODERATE,Average duty hours | Role difficulty,37 | 9,Increasing | High,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-27 02:00:00,1
P0040,2026-03-05,40,9,UNIT-12,Senior Officer,70,10.4,1.6,Day,0,3,0,0,0,None,0,28,Not Deployed,0,0,0,93,13.5,6.4,7,6,5,4,0,10.2,0,4,1,0.25,0.9,-0.3,-0.67,-0.11,10.89,0.0,2.11,Improving,Improving,Stable,0.676,68,HIGH,Average duty hours | Sleep decline | Leave gap | Role difficulty,44 | 9 | 9 | 6,Increasing | Declining | Increasing | High,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-03-06 02:00:00,0
P0041,2026-01-01,28,6,UNIT-12,Senior Officer,70,8.5,1.5,Day,0,4,0,1,5,Earned,1,7,Not Deployed,0,0,0,274,13.6,8.3,7,6,6,5,0,8.5,0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.596,60,HIGH,Role difficulty,60,High,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-02 04:00:00,1
P0041,2026-01-08,28,6,UNIT-12,Senior Officer,70,8.6,0.0,Day,0,3,0,0,0,None,0,14,Not Deployed,0,0,0,281,9.8,7.5,7,6,7,5,0,8.55,0,5,1,0.5,0.1,-0.8,1.0,0.0,7.0,0.0,-1.4,Stable,Declining,Declining,0.538,54,MODERATE,Sleep decline | Role difficulty | Average duty hours,37 | 12 | 5,Declining | High | Increasing,Wellness check-in focused on sleep and recovery,Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-09 01:00:00,0
P0041,2026-01-15,28,6,UNIT-12,Senior Officer,70,9.7,0.7,Day,0,4,0,0,0,None,0,21,Not Deployed,0,0,0,288,11.0,7.2,6,5,7,4,0,8.93,0,5,1,0.33,1.15,-0.7,0.5,-1.0,10.5,0.0,1.1,Declining,Declining,Declining,0.521,52,MODERATE,Average duty hours | Sleep decline | Mood decline | Role difficulty,24 | 12 | 12 | 4,Increasing | Declining | Declining | High,Workload review | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-16 05:00:00,0
P0041,2026-01-22,28,6,UNIT-12,Senior Officer,70,8.5,0.7,Day,0,5,0,0,0,None,0,28,Not Deployed,0,0,0,295,12.1,8.1,6,6,7,5,1,8.82,0,5,1,0.25,-0.43,0.43,0.33,0.33,14.0,0.0,-0.47,Declining,Stable,Improving,0.675,68,HIGH,Leave gap | Role difficulty,39 | 29,Increasing | High,Prioritize welfare officer follow-up,Person actively requested help,synthetic-model-v1,2026-01-23 01:00:00,1
P0041,2026-01-29,28,6,UNIT-12,Senior Officer,70,8.2,0.0,Day,0,5,0,0,0,None,0,35,Not Deployed,0,0,0,302,7.7,7.4,6,5,7,4,0,8.75,0,0,0,0.0,-0.62,-0.38,0.25,-0.75,17.5,0.0,-1.35,Stable,Stable,Stable,0.466,47,MODERATE,Leave gap | Mood decline | Sleep decline | Role difficulty,20 | 12 | 9 | 6,Increasing | Declining | Declining | High,Wellness check-in focused on sleep and recovery,Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-30 03:00:00,0
P0041,2026-02-05,28,6,UNIT-12,Senior Officer,70,9.3,0.8,Day,0,6,0,0,0,None,0,42,Not Deployed,0,0,0,309,8.5,7.1,7,6,7,4,0,8.93,0,0,0,0.0,0.6,-0.6,0.2,0.4,21.0,0.0,0.82,Improving,Stable,Declining,0.53,53,MODERATE,Leave gap | Average duty hours | Sleep decline | Role difficulty,24 | 14 | 10 | 4,Increasing | Increasing | Declining | High,Consider leave/recovery review | Wellness check-in focused on sleep and recovery,Prolonged gap since last leave taken | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-02-06 05:00:00,1
P0041,2026-02-12,28,6,UNIT-12,Senior Officer,70,9.6,1.7,Day,0,6,0,0,0,None,0,49,Not Deployed,0,0,0,316,12.7,7.4,6,5,7,4,0,8.9,0,0,0,0.0,0.8,-0.2,0.17,-0.67,24.5,0.0,1.88,Stable,Stable,Stable,0.552,55,HIGH,Leave gap | Average duty hours | Mood decline | Role difficulty,29 | 16 | 6 | 4,Increasing | Increasing | Declining | High,Workload review | Consider leave/recovery review,Duty hours elevated relative to personal baseline | Prolonged gap since last leave taken,synthetic-model-v1,2026-02-13 01:00:00,1
P0041,2026-02-19,28,6,UNIT-12,Senior Officer,70,7.7,0.1,Day,0,6,0,0,0,None,0,56,Not Deployed,0,0,0,323,8.4,7.8,5,5,8,5,0,8.7,0,0,0,0.0,-1.21,0.23,1.14,-0.57,28.0,0.0,-1.89,Declining,Declining,Improving,0.64,64,HIGH,Leave gap | Mood decline | Role difficulty,51 | 8 | 5,Increasing | Declining | High,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-02-20 04:00:00,0
P0041,2026-02-26,28,6,UNIT-12,Senior Officer,70,7.5,1.0,Night,1,5,2,0,0,None,0,63,Not Deployed,0,0,0,330,6.6,7.4,6,7,6,4,0,8.52,1,0,0,0.0,-1.26,-0.2,-1.0,1.5,31.5,1.0,-0.95,Improving,Improving,Stable,0.513,51,MODERATE,Leave gap | Role difficulty,48 | 4,Increasing | High,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-02-27 03:00:00,1
P0041,2026-03-05,28,6,UNIT-12,Senior Officer,70,8.3,0.9,Night,1,4,3,0,0,None,0,70,Not Deployed,0,0,0,337,7.8,7.3,6,6,7,6,0,8.28,2,0,0,0.0,-0.32,-0.28,0.11,0.33,35.0,0.89,-0.14,Improving,Improving,Declining,0.512,51,MODERATE,Leave gap | Night-duty frequency | Fatigue level | Sleep decline | Role difficulty,36 | 5 | 5 | 3 | 2,Increasing | Increasing | Increasing | Declining | High,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-03-06 05:00:00,1
P0042,2026-01-01,22,1,UNIT-12,Junior Officer,40,8.7,0.3,Day,0,3,0,1,1,Earned,1,7,Not Deployed,0,0,0,303,18.2,7.1,7,6,6,3,0,8.7,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.556,56,HIGH,Average duty hours,56,Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-02 03:00:00,0
P0042,2026-01-08,22,1,UNIT-12,Junior Officer,40,8.1,0.6,Day,0,2,0,0,0,None,0,14,Not Deployed,0,0,0,310,17.7,7.5,6,7,6,3,0,8.4,0,1,1,0.5,-0.6,0.4,0.0,1.0,7.0,0.0,-0.3,Stable,Stable,Improving,0.419,42,MODERATE,Overall workload,42,Stable,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-09 05:00:00,1
P0042,2026-01-15,22,1,UNIT-12,Junior Officer,40,7.9,0.0,Day,0,2,0,0,0,None,0,21,Not Deployed,0,0,0,317,13.2,6.9,6,6,6,4,0,8.23,0,1,1,0.33,-0.5,-0.4,0.0,-0.5,10.5,0.0,-0.95,Declining,Stable,Stable,0.656,66,HIGH,Sleep decline | Mood decline,36 | 30,Declining | Declining,Wellness check-in focused on sleep and recovery,Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-16 03:00:00,1
P0042,2026-01-22,22,1,UNIT-12,Junior Officer,40,8.7,0.0,Day,0,1,0,0,0,None,0,28,Not Deployed,0,0,0,324,12.0,7.1,8,6,6,4,0,8.35,0,1,1,0.25,0.47,-0.07,0.0,-0.33,14.0,0.0,0.17,Stable,Stable,Declining,0.514,51,MODERATE,Average duty hours | Leave gap | Mood decline,21 | 19 | 12,Increasing | Increasing | Declining,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-23 01:00:00,1
P0042,2026-01-29,22,1,UNIT-12,Junior Officer,40,7.1,0.5,Day,0,1,0,0,0,None,0,35,Not Deployed,0,0,0,331,11.9,6.9,5,5,7,5,0,7.95,0,0,0,0.0,-1.25,-0.25,1.0,-1.25,17.5,0.0,-0.97,Declining,Declining,Stable,0.652,65,HIGH,Leave gap | Mood decline | Sleep decline,27 | 27 | 11,Increasing | Declining | Declining,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-30 04:00:00,1
P0042,2026-02-05,22,1,UNIT-12,Junior Officer,40,8.4,0.0,Day,0,1,0,0,0,None,0,42,Not Deployed,0,0,0,338,11.9,7.2,7,7,6,4,0,8.02,0,0,0,0.0,0.3,0.1,-0.2,1.0,21.0,0.0,0.02,Stable,Stable,Stable,0.551,55,HIGH,Leave gap | Average duty hours,50 | 5,Increasing | Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-02-06 05:00:00,1
P0042,2026-02-12,22,1,UNIT-12,Junior Officer,40,8.1,0.9,Day,0,2,0,0,0,None,0,49,Not Deployed,0,0,0,345,8.5,6.9,5,5,8,5,1,8.07,0,0,0,0.0,-0.05,-0.22,1.83,-1.17,24.5,0.0,0.62,Stable,Declining,Stable,0.719,72,HIGH,Leave gap | Mood decline | Sleep decline,46 | 18 | 8,Increasing | Declining | Declining,Consider leave/recovery review | Prioritize welfare officer follow-up,Prolonged gap since last leave taken | Person actively requested help,synthetic-model-v1,2026-02-13 03:00:00,0
P0042,2026-02-19,22,1,UNIT-12,Junior Officer,40,8.6,0.1,Day,0,3,0,0,0,None,0,56,Not Deployed,0,0,0,352,9.4,7.4,6,7,6,3,0,8.05,0,0,0,0.0,0.46,0.31,-0.43,1.0,28.0,0.0,0.23,Stable,Stable,Stable,0.54,54,MODERATE,Leave gap | Average duty hours,48 | 6,Increasing | Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-02-20 05:00:00,1
P0042,2026-02-26,22,1,UNIT-12,Junior Officer,40,8.8,0.4,Day,0,3,0,1,1,Other,1,7,Not Deployed,0,0,0,359,8.3,7.6,5,5,7,5,0,8.48,0,1,1,0.25,0.6,0.47,0.62,-1.12,-24.5,0.0,0.7,Stable,Improving,Improving,0.565,56,HIGH,Mood decline | Average duty hours,34 | 23,Declining | Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-02-27 05:00:00,0
P0042,2026-03-05,22,1,UNIT-12,Junior Officer,40,9.0,0.6,Day,0,3,0,0,0,None,0,14,Not Deployed,0,0,0,366,5.0,7.3,6,5,7,5,0,8.62,0,1,1,0.25,0.73,0.12,0.56,-1.0,-14.78,0.0,1.02,Declining,Declining,Stable,0.637,64,HIGH,Average duty hours | Mood decline,33 | 31,Increasing | Declining,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-03-06 04:00:00,0
P0043,2026-01-01,22,1,UNIT-05,Command Officer,85,8.1,0.0,Night,1,7,1,0,0,None,0,29,Not Deployed,0,0,0,382,19.7,6.5,7,7,5,3,0,8.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.656,66,HIGH,Role difficulty | Leave gap,43 | 23,High | Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-02 04:00:00,1
P0043,2026-01-08,22,1,UNIT-05,Command Officer,85,7.2,0.1,Night,1,7,3,0,0,None,0,36,Not Deployed,0,0,0,389,18.1,6.5,6,6,5,3,0,7.65,2,0,0,0.0,-0.9,0.0,0.0,-1.0,7.0,0.0,-0.8,Declining,Stable,Stable,0.426,43,MODERATE,Leave gap | Mood decline | Role difficulty | Night-duty frequency,14 | 10 | 10 | 8,Increasing | Declining | High | Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-09 03:00:00,1
P0043,2026-01-15,22,1,UNIT-05,Command Officer,85,7.6,0.7,Night,1,7,5,0,0,None,0,43,Not Deployed,0,0,0,396,12.7,5.8,7,7,5,4,0,7.63,3,0,0,0.0,-0.05,-0.7,0.0,0.5,10.5,0.0,0.6,Declining,Stable,Declining,0.581,58,HIGH,Leave gap | Sleep decline | Night-duty frequency | Role difficulty,21 | 15 | 14 | 9,Increasing | Declining | Increasing | High,Review night-duty schedule | Consider leave/recovery review | Wellness check-in focused on sleep and recovery,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-16 05:00:00,0
P0043,2026-01-22,22,1,UNIT-05,Command Officer,85,8.6,0.4,Night,1,8,7,0,0,None,0,50,Not Deployed,0,0,0,403,10.5,5.5,5,7,5,4,0,7.88,4,0,0,0.0,0.97,-0.77,0.0,0.33,14.0,0.0,1.1,Declining,Stable,Declining,0.561,56,HIGH,Leave gap | Night-duty frequency | Sleep decline | Consecutive work days | Role difficulty,19 | 14 | 12 | 6 | 6,Increasing | Increasing | Declining | Increasing | High,Review night-duty schedule | Consider leave/recovery review | Wellness check-in focused on sleep and recovery,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-23 02:00:00,0
P0043,2026-01-29,22,1,UNIT-05,Command Officer,85,7.6,0.0,Night,1,9,8,0,0,None,0,57,Not Deployed,0,0,0,410,10.2,6.3,7,6,6,4,0,7.75,4,0,0,0.0,-0.28,0.22,1.0,-0.75,17.5,0.0,-0.57,Declining,Declining,Improving,0.604,60,HIGH,Leave gap | Night-duty frequency | Consecutive work days | Role difficulty | Mood decline,26 | 14 | 10 | 6 | 5,Increasing | Increasing | Increasing | High | Declining,Review night-duty schedule | Consider leave/recovery review,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken,synthetic-model-v1,2026-01-30 03:00:00,0
P0043,2026-02-05,22,1,UNIT-05,Command Officer,85,6.6,0.6,Night,1,9,9,0,0,None,0,64,Not Deployed,0,0,0,417,12.3,5.9,6,7,5,4,0,7.6,4,0,0,0.0,-1.22,-0.22,-0.2,0.4,21.0,0.0,-0.86,Improving,Stable,Improving,0.546,55,HIGH,Leave gap | Night-duty frequency | Consecutive work days | Role difficulty | Sleep decline,26 | 12 | 8 | 5 | 4,Increasing | Increasing | Increasing | High | Declining,Review night-duty schedule | Consider leave/recovery review | Wellness check-in focused on sleep and recovery,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-02-06 01:00:00,1
P0043,2026-02-12,22,1,UNIT-05,Command Officer,85,7.1,0.1,Night,1,9,10,0,0,None,0,71,Not Deployed,0,0,0,424,12.1,6.8,7,6,5,4,0,7.48,4,0,0,0.0,-0.52,0.72,-0.17,-0.67,24.5,0.0,-0.72,Stable,Improving,Improving,0.361,36,MODERATE,Leave gap | Night-duty frequency | Consecutive work days | Role difficulty | Mood decline,19 | 7 | 5 | 3 | 2,Increasing | Increasing | Increasing | High | Declining,Review night-duty schedule | Consider leave/recovery review,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken,synthetic-model-v1,2026-02-13 01:00:00,1
P0043,2026-02-19,22,1,UNIT-05,Command Officer,85,8.3,0.7,Night,1,8,2,0,0,None,0,78,Not Deployed,0,0,0,431,14.7,6.0,6,5,7,5,0,7.4,4,0,0,0.0,0.76,-0.19,1.86,-1.57,28.0,0.0,1.19,Declining,Declining,Stable,0.653,65,HIGH,Leave gap | Night-duty frequency | Mood decline | Consecutive work days | Role difficulty,35 | 12 | 8 | 5 | 5,Increasing | Increasing | Declining | Increasing | High,Review night-duty schedule | Consider leave/recovery review,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken,synthetic-model-v1,2026-02-20 03:00:00,0
P0043,2026-02-26,22,1,UNIT-05,Command Officer,85,9.1,0.6,Night,1,9,4,0,0,None,0,85,Not Deployed,0,0,0,438,12.6,6.0,6,5,7,4,0,7.78,4,0,0,0.0,1.46,-0.16,1.62,-1.38,31.5,0.0,1.74,Declining,Declining,Declining,0.74,74,HIGH,Leave gap | Night-duty frequency | Average duty hours | Consecutive work days | Mood decline,39 | 12 | 9 | 8 | 7,Increasing | Increasing | Increasing | Increasing | Declining,Workload review | Review night-duty schedule | Consider leave/recovery review,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days | Prolonged gap since last leave taken,synthetic-model-v1,2026-02-27 04:00:00,0
P0043,2026-03-05,22,1,UNIT-05,Command Officer,85,8.5,0.0,Day,0,8,0,1,3,Earned,1,7,Not Deployed,0,0,0,445,17.3,6.1,7,5,7,5,0,8.25,3,3,1,0.25,0.7,-0.04,1.44,-1.22,-50.0,-1.0,0.34,Improving,Stable,Stable,0.529,53,MODERATE,Night-duty frequency | Mood decline | Consecutive work days | Role difficulty | Average duty hours,15 | 12 | 10 | 10 | 5,Increasing | Declining | Increasing | High | Increasing,Review night-duty schedule,Frequent night shifts in the past 30 days,synthetic-model-v1,2026-03-06 01:00:00,0
P0044,2026-01-01,31,3,UNIT-02,Command Officer,85,9.8,0.5,Day,0,6,0,0,0,None,0,27,Not Deployed,0,0,0,172,8.5,6.5,8,5,6,4,0,9.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.573,57,HIGH,Average duty hours | Role difficulty | Leave gap,27 | 20 | 10,Increasing | High | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-02 01:00:00,1
P0044,2026-01-08,31,3,UNIT-02,Command Officer,85,9.8,0.0,Day,0,6,0,0,0,None,0,34,Not Deployed,0,0,0,179,10.7,6.1,6,5,6,4,0,9.8,0,0,0,0.0,0.0,-0.4,0.0,0.0,7.0,0.0,-0.5,Declining,Stable,Declining,0.526,53,MODERATE,Average duty hours | Leave gap | Role difficulty | Sleep decline,16 | 14 | 12 | 11,Increasing | Increasing | High | Declining,Workload review | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-09 01:00:00,1
P0044,2026-01-15,31,3,UNIT-02,Command Officer,85,9.2,1.9,Day,0,5,0,0,0,None,0,41,Not Deployed,0,0,0,186,9.2,6.4,7,7,6,5,0,9.6,0,0,0,0.0,-0.6,0.1,0.0,2.0,10.5,0.0,1.05,Stable,Stable,Stable,0.516,52,MODERATE,Leave gap | Role difficulty | Average duty hours | Sleep decline,25 | 12 | 9 | 6,Increasing | High | Increasing | Declining,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-16 03:00:00,1
P0044,2026-01-22,31,3,UNIT-02,Command Officer,85,8.7,0.3,Rotating,0,4,0,0,0,None,0,48,Not Deployed,0,0,0,193,10.6,6.8,6,4,7,4,0,9.38,0,0,0,0.0,-0.9,0.47,1.0,-1.67,14.0,0.0,-1.4,Declining,Declining,Improving,0.629,63,HIGH,Leave gap | Mood decline | Role difficulty | Average duty hours,32 | 18 | 10 | 2,Increasing | Declining | High | Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-23 02:00:00,1
P0044,2026-01-29,31,3,UNIT-02,Command Officer,85,9.9,1.8,Rotating,1,4,2,1,3,Earned,1,7,Not Deployed,0,0,0,200,6.4,6.9,5,4,8,6,1,9.4,1,3,1,0.25,0.53,0.45,1.75,-1.25,-30.5,1.0,1.65,Declining,Declining,Improving,0.697,70,HIGH,Average duty hours | Mood decline | Role difficulty | Fatigue level,26 | 18 | 14 | 11,Increasing | Declining | High | Increasing,Workload review | Prioritize welfare officer follow-up,Duty hours elevated relative to personal baseline | Person actively requested help,synthetic-model-v1,2026-01-30 01:00:00,1
P0044,2026-02-05,31,3,UNIT-02,Command Officer,85,10.5,2.8,Rotating,0,5,1,0,0,None,0,14,Not Deployed,0,0,0,207,9.4,6.2,5,6,8,6,0,9.57,1,3,1,0.25,1.02,-0.34,1.4,1.0,-17.4,-0.2,2.92,Declining,Declining,Declining,0.677,68,HIGH,Average duty hours | Role difficulty | Fatigue level | Sleep decline,36 | 12 | 10 | 10,Increasing | High | Increasing | Declining,Workload review | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-02-06 04:00:00,1
P0044,2026-02-12,31,3,UNIT-02,Command Officer,85,12.5,3.5,Rotating,0,5,0,0,0,None,0,21,Not Deployed,0,0,0,214,8.7,6.9,8,5,8,5,0,10.4,1,3,1,0.25,2.85,0.42,1.17,-0.17,-7.5,-0.17,5.13,Improving,Stable,Stable,0.73,73,HIGH,Average duty hours | Role difficulty,63 | 10,Increasing | High,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-13 03:00:00,1
P0044,2026-02-19,31,3,UNIT-02,Command Officer,85,13.3,3.0,Rotating,1,5,1,1,2,Earned,1,7,Not Deployed,0,0,0,221,8.5,5.1,4,4,9,7,1,11.55,2,5,2,0.5,3.24,-1.44,2.0,-1.14,-20.43,0.86,4.7,Declining,Declining,Declining,0.791,79,HIGH,Average duty hours | Sleep decline | Fatigue level | Rising leave requests | Mood decline,40 | 18 | 8 | 7 | 6,Increasing | Declining | Increasing | Increasing | Declining,Workload review | Wellness check-in focused on sleep and recovery | Prioritize welfare officer follow-up,Duty hours elevated relative to personal baseline | Sleep duration/quality declining from baseline | Person actively requested help,synthetic-model-v1,2026-02-20 01:00:00,0
P0044,2026-02-26,31,3,UNIT-02,Command Officer,85,10.1,1.5,Rotating,0,4,0,0,0,None,0,14,Not Deployed,0,0,0,228,7.9,7.1,4,6,8,6,0,11.6,1,2,1,0.25,-0.36,0.74,0.75,1.0,-10.88,-0.25,-0.59,Declining,Stable,Stable,0.469,47,MODERATE,Average duty hours | Role difficulty | Fatigue level,23 | 13 | 11,Increasing | High | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-27 04:00:00,1
P0044,2026-03-05,31,3,UNIT-02,Command Officer,85,10.0,1.7,Rotating,1,4,2,0,0,None,0,21,Not Deployed,0,0,0,235,7.9,6.8,5,5,9,6,0,11.48,2,2,1,0.25,-0.42,0.36,1.67,-0.11,-2.67,0.78,-0.42,Improving,Stable,Improving,0.612,61,HIGH,Average duty hours | Role difficulty | Night-duty frequency | Fatigue level,23 | 15 | 12 | 12,Increasing | High | Increasing | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-03-06 05:00:00,1
P0045,2026-01-01,34,8,UNIT-02,Junior Officer,40,7.6,0.0,Night,1,6,2,0,0,None,0,24,Not Deployed,0,0,0,366,7.2,6.7,8,7,4,3,0,7.6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.243,24,LOW,Overall workload,24,Stable,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-02 03:00:00,0
P0045,2026-01-08,34,8,UNIT-02,Junior Officer,40,7.3,0.0,Night,1,5,3,0,0,None,0,31,Not Deployed,0,0,0,373,11.7,7.2,7,7,4,3,0,7.45,2,0,0,0.0,-0.3,0.5,0.0,0.0,7.0,0.0,-0.3,Declining,Stable,Improving,0.438,44,MODERATE,Night-duty frequency | Leave gap,22 | 22,Increasing | Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-09 05:00:00,1
P0045,2026-01-15,34,8,UNIT-02,Junior Officer,40,7.3,0.0,Day,0,4,0,0,0,None,0,38,Not Deployed,0,0,0,380,16.2,7.4,8,7,5,3,0,7.4,2,0,0,0.0,-0.15,0.45,1.0,0.0,10.5,-1.0,-0.15,Stable,Declining,Improving,0.506,51,MODERATE,Leave gap | Night-duty frequency,35 | 16,Increasing | Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-16 03:00:00,0
P0045,2026-01-22,34,8,UNIT-02,Junior Officer,40,7.7,0.0,Day,0,4,0,0,0,None,0,45,Deployed,7,1,0,387,45.6,7.0,6,7,5,3,0,7.48,2,0,0,0.0,0.3,-0.1,0.67,0.0,14.0,-0.67,0.3,Declining,Declining,Stable,0.556,56,HIGH,Leave gap | Recent deployment | Deployment hardship | Night-duty frequency | Average duty hours,23 | 14 | 9 | 7 | 2,Increasing | Increasing | High | Increasing | Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-23 01:00:00,1
P0045,2026-01-29,34,8,UNIT-02,Junior Officer,40,7.9,0.6,Rotating,0,4,0,0,0,None,0,52,Deployed,14,0,0,394,58.7,7.9,8,7,5,4,0,7.55,1,0,0,0.0,0.43,0.83,0.5,0.0,17.5,-0.5,1.03,Declining,Stable,Improving,0.563,56,HIGH,Leave gap | Deployment hardship | Average duty hours,35 | 18 | 3,Increasing | High | Increasing,Consider leave/recovery review | Review deployment welfare support,Prolonged gap since last leave taken | High deployment hardship score,synthetic-model-v1,2026-01-30 01:00:00,1
